run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_layout	library_strategy	library_source	read_count	base_count	center_name	experiment_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
SRR5949327	PRJNA398089	SAMN07526612	SRX3108285	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	2712493	499926544	SUB2966925	Illumina HiSeq 2000 sequencing: CSM67UGO stool MTX	103257512;128952676	2597b460e856aafacc1556e1367c1b49;9e43aded8040becba931707ce3ade10d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5949327/SRR5949327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5949327/SRR5949327_2.fastq.gz	C3013C8_MTX
SRR6180598	PRJNA398089	SAMN07793843	SRX3291227	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	4093063	646703954		Illumina HiSeq 2000 sequencing: Stool sample M2039C16 MVX	214851800;210914966	ba7a664c3b8dd4f81b389b25abfa4923;a3fcfe0af2f0c1d3d7fe460d633f5dff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180598/SRR6180598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180598/SRR6180598_2.fastq.gz	M2039C16_MVX
SRR5949328	PRJNA398089	SAMN07526611	SRX3108284	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	17238021	3167671081	SUB2966925	Illumina HiSeq 2000 sequencing: CSM79HGF stool MTX	559610030;750979022	01af06d176fafd5a556084e7d4411379;a090925c5128f55826d6eb65391284ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949328/SRR5949328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949328/SRR5949328_2.fastq.gz	M2027C17_MTX
SRR6180602	PRJNA398089	SAMN07793598	SRX3291222	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	277781	43889398		Illumina HiSeq 2000 sequencing: Stool sample C3003C6 MVX	6810542;6826936	c1619fc8765c8b2cf9a02c906db31f52;831c5b6726ca76311d9a88c08be5994d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180602/SRR6180602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180602/SRR6180602_2.fastq.gz	C3003C6_MVX
SRR5949330	PRJNA398089	SAMN07526798	SRX3108282	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	5025927	893084271	SUB2966925	Illumina HiSeq 2000 sequencing: MSM79HAJ stool MTX	203582655;272443716	d53fb792090cbee7415dc57a636f2fed;2136a9bfc5ed458d6cae322e62b50f4a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5949330/SRR5949330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5949330/SRR5949330_2.fastq.gz	H4015C21_MTX
SRR6180605	PRJNA398089	SAMN07793600	SRX3291220	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	193169	30520702		Illumina HiSeq 2000 sequencing: Stool sample H4008C4 MVX	11912526;11578045	06bd62313c8e581c0854a26644a08afb;28cbffef15ba1f65355627e2378348a3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180605/SRR6180605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180605/SRR6180605_2.fastq.gz	H4008C4_MVX
SRR6180606	PRJNA398089	SAMN07793599	SRX3291219	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	7869898	1243443884		Illumina HiSeq 2000 sequencing: Stool sample H4001C11 MVX	558105616;551094234	f736c7bbd6fa24197537e29df539704e;ce77a7eb5a232a81fb1183c6fae96c93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180606/SRR6180606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180606/SRR6180606_2.fastq.gz	H4001C11_MVX
SRR5949331	PRJNA398089	SAMN07526797	SRX3108281	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	9304809	1678350131	SUB2966925	Illumina HiSeq 2000 sequencing: HSM7J4QF stool MTX	362004250;500859308	03a43bca79b36e90856dd085f7fc5cea;2b06aa4456365a5f5812477f1d100ba6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949331/SRR5949331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949331/SRR5949331_2.fastq.gz	M2048C12_MTX
SRR5949334	PRJNA398089	SAMN07526942	SRX3108278	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	10963364	1981779085	SUB2966925	Illumina HiSeq 2000 sequencing: MSM79H7Y stool MTX	382299903;551777111	687bc2d4c82a27e3a1efde032d9d6ec7;5705b9501ae7ea580b9f145e5ceeba8c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5949334/SRR5949334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5949334/SRR5949334_2.fastq.gz	C3031C11_MTX
SRR6180608	PRJNA398089	SAMN07793624	SRX3291217	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	186249	29427342		Illumina HiSeq 2000 sequencing: Stool sample H4006C7 MVX	13142467;12855419	2be0f829ba1f114917033cede750b554;9def07ab1763d293d9e3a69d32237acb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180608/SRR6180608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180608/SRR6180608_2.fastq.gz	H4006C7_MVX
SRR5949335	PRJNA398089	SAMN07526941	SRX3108277	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	5555127	1010201707	SUB2966925	Illumina HiSeq 2000 sequencing: CSM7KOOD stool MTX	199823457;252857729	725d6f48100220ae07e292f532e2a378;d2b68395988293f3baebd4f68f37a831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5949335/SRR5949335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5949335/SRR5949335_2.fastq.gz	M2061C14_MTX
SRR6180611	PRJNA398089	SAMN07793620	SRX3291213	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	219565	34691270		Illumina HiSeq 2000 sequencing: Stool sample E5004C9 MVX	15531182;15602758	73a1733803bd2cb4dbc223ae5586b59c;de1fde83fc58e14fba873167a99dca3e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180611/SRR6180611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180611/SRR6180611_2.fastq.gz	E5004C9_MVX
SRR5949339	PRJNA398089	SAMN07526789	SRX3108273	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	14435304	2616253883	SUB2966925	Illumina HiSeq 2000 sequencing: PSM7J177 stool MTX	474475501;582195817	ad6f0cae81a1e5fa8d86333253255392;ddb387cca865ca3aad21e099c9d93d4b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949339/SRR5949339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949339/SRR5949339_2.fastq.gz	M2047C11_MTX
SRR5949340	PRJNA398089	SAMN07526792	SRX3108272	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	1386220	250733900	SUB2966925	Illumina HiSeq 2000 sequencing: MSM79HCK stool MTX	47333589;70446787	88a2359dbcde70fafae4a1de874df1e6;66b7fa856570b58972ab97f98d0dede2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5949340/SRR5949340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5949340/SRR5949340_2.fastq.gz	P6013C10_MTX
SRR6180614	PRJNA398089	SAMN07793618	SRX3291211	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	3878066	612734428		Illumina HiSeq 2000 sequencing: Stool sample C3009C4 MVX	224975950;219577082	92185555d63f7f93311ed64013d35a93;4350c2cc22759658fc32969cd78a8343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180614/SRR6180614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/004/SRR6180614/SRR6180614_2.fastq.gz	C3009C4_MVX
SRR5949346	PRJNA398089	SAMN07526689	SRX3108266	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	2819549	510873886	SUB2966925	Illumina HiSeq 2000 sequencing: HSM6XRV6 stool MTX	106571373;135890601	c40c56e1fc23acfd6fddddd9857765c6;35e2e9e4f87a85be4a6afc0b030754e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949346/SRR5949346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949346/SRR5949346_2.fastq.gz	P6010C6_MTX
SRR6180616	PRJNA398089	SAMN07793626	SRX3291209	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1953138	308595804		Illumina HiSeq 2000 sequencing: Stool sample C3008C5 MVX	133898347;136282853	a042ee1b1e6bd9e3484e582916cbd5d4;e057c6698959eb9f23a2b5323eb08ef3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180616/SRR6180616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180616/SRR6180616_2.fastq.gz	C3008C5_MVX
SRR6180619	PRJNA398089	SAMN07793931	SRX3291205	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	2130404	336603832		Illumina HiSeq 2000 sequencing: Stool sample C3011C21 MVX	117289888;113729625	4d81805f569ef3f9d682b8c87a5228bf;130a9926f2cf4888c5008d611cb8f3ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180619/SRR6180619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180619/SRR6180619_2.fastq.gz	C3011C21_MVX
SRR5949355	PRJNA398089	SAMN07526698	SRX3108257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	6095872	1116952568	SUB2966925	Illumina HiSeq 2000 sequencing: ESM5ME9U stool MTX	216852928;287143379	948954618e3d1186b30e09ed85dc1b0a;499e3f4727af12c48be80eaf5f52c739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5949355/SRR5949355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5949355/SRR5949355_2.fastq.gz	H4006C20_MTX
SRR6180621	PRJNA398089	SAMN07793934	SRX3291204	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	782750	123674500		Illumina HiSeq 2000 sequencing: Stool sample H4017C18 MVX	46365186;45102415	98fce228b9c637342b44e07690650fe7;07055788b738452f1dc6b18eaeef4d0f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180621/SRR6180621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/001/SRR6180621/SRR6180621_2.fastq.gz	H4017C18_MVX
SRR5949358	PRJNA398089	SAMN07526807	SRX3108254	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	3102521	557437105	SUB2966925	Illumina HiSeq 2000 sequencing: MSM79HDC stool MTX	112269224;159678264	0c21e50824655ade14f2bb1b5cc2b249;17b21ca4076ea3b459906f58192cc533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949358/SRR5949358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949358/SRR5949358_2.fastq.gz	P6018C7_MTX
SRR6180623	PRJNA398089	SAMN07793928	SRX3291202	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1459724	230636392		Illumina HiSeq 2000 sequencing: Stool sample M2064C7 MVX	105963268;102713426	78b837d07a542761afe00216e60d131f;379b9c4566513d198daa6c0c8263c3f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180623/SRR6180623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180623/SRR6180623_2.fastq.gz	M2064C7_MVX
SRR5949359	PRJNA398089	SAMN07526808	SRX3108253	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	7662881	1371798900	SUB2966925	Illumina HiSeq 2000 sequencing: CSM7KOLA stool MTX	252084940;378445015	1ef17c365ecb27235426be4803379f12;d4991cb749da2d4e0bb0bdfd373c8bde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949359/SRR5949359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949359/SRR5949359_2.fastq.gz	M2069C4_MTX
SRR5949361	PRJNA398089	SAMN07526804	SRX3108251	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	1995383	361417696	SUB2966925	Illumina HiSeq 2000 sequencing: HSM7CYYD stool MTX	76075070;108613673	542c6ca5eaae1d379f62d2454f49eaaf;f69bfdfaf94f265805a60659bc83c845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949361/SRR5949361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949361/SRR5949361_2.fastq.gz	P6016C7_MTX
SRR6180626	PRJNA398089	SAMN07793831	SRX3291198	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1130764	178660712		Illumina HiSeq 2000 sequencing: Stool sample P6005C10 MVX	74555022;75376764	7fd3c92341c6f5108759cf69190cc22b;7d1464e42e890c26c7a43f60fd77a22c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180626/SRR6180626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180626/SRR6180626_2.fastq.gz	P6005C10_MVX
SRR5949362	PRJNA398089	SAMN07526805	SRX3108250	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	3665608	659935230	SUB2966925	Illumina HiSeq 2000 sequencing: CSM79HR6 stool MTX	143092356;199950968	d6492879b6d902bb4c43948b7ad7ed73;ac1b53efeecdc527afc8f2065b3502e0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5949362/SRR5949362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5949362/SRR5949362_2.fastq.gz	H4017C18_MTX
SRR6180627	PRJNA398089	SAMN07793832	SRX3291197	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	3355334	530142772		Illumina HiSeq 2000 sequencing: Stool sample C3017C11 MVX	210473272;210713297	06ea2dd688d4a36d2a18eeaff99dadce;8d82dcecc5a389eec5e646436cf2ca3d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180627/SRR6180627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/007/SRR6180627/SRR6180627_2.fastq.gz	C3017C11_MVX
SRR5949363	PRJNA398089	SAMN07526806	SRX3108249	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	8290752	1482749996	SUB2966925	Illumina HiSeq 2000 sequencing: PSM7J1A8 stool MTX	298327793;418310292	3c1ff3ad449a7629ddc0c86a026aac4f;e6986266e637e238ed820d4f4a01c008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5949363/SRR5949363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5949363/SRR5949363_2.fastq.gz	C3027C12_MTX
SRR5949368	PRJNA398089	SAMN07526487	SRX3108244	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	15497341	2757967094	SUB2966925	Illumina HiSeq 2000 sequencing: MSM6J2KC stool MTX	522888577;755978153	e3a63a0f5e6bd49eae1c5478cd2a3c63;8b683049519b5c74d442e52e30b166dd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949368/SRR5949368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949368/SRR5949368_2.fastq.gz	H4010C4_MTX
SRR6180628	PRJNA398089	SAMN07793930	SRX3291200	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1069206	168934548		Illumina HiSeq 2000 sequencing: Stool sample C3016C17 MVX	66550525;65364954	354829120f87d82bdcb7d9a81a5ffdf7;3ce095b877c238d5a6d8200f46197a65	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180628/SRR6180628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180628/SRR6180628_2.fastq.gz	C3016C17_MVX
SRR5949371	PRJNA398089	SAMN07526482	SRX3108241	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	4995956	915466301	SUB2966925	Illumina HiSeq 2000 sequencing: CSM5MCWC stool MTX	161814497;211835365	36ea9dfd0fbeacc96f65a7cadd725747;6ef726e0bfa1ae0c12945da6fa37cb88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949371/SRR5949371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949371/SRR5949371_2.fastq.gz	C3002C9_MTX
SRR6180629	PRJNA398089	SAMN07793833	SRX3291196	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1499093	236856694		Illumina HiSeq 2000 sequencing: Stool sample H4008C18 MVX	91296878;92862075	2d9234fbf3635f3e71d34ed56df5dea4;5f0b2ba81d7df54932644618b36551e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180629/SRR6180629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180629/SRR6180629_2.fastq.gz	H4008C18_MVX
SRR5949376	PRJNA398089	SAMN07526483	SRX3108236	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	1205104	219480822	SUB2966925	Illumina HiSeq 2000 sequencing: CSM5MCXJ stool MTX	41235962;61147451	c5af75934c142192416630a7d89de982;f62f01937c3ebdb5a1eea089caedc227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949376/SRR5949376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949376/SRR5949376_2.fastq.gz	C3009C4_MTX
SRR6180636	PRJNA398089	SAMN07793829	SRX3291192	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	3272574	517066692		Illumina HiSeq 2000 sequencing: Stool sample C3004C21 MVX	207429043;205292780	49eb5a438d1861c8a7e2eb49225490e7;4ec173618bf34190d11fb867774329ef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180636/SRR6180636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/006/SRR6180636/SRR6180636_2.fastq.gz	C3004C21_MVX
SRR6180638	PRJNA398089	SAMN07793711	SRX3291187	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	155349	24545142		Illumina HiSeq 2000 sequencing: Stool sample H4007C12 MVX	9624052;9316180	c4f7a45f4f84db93443d734e56049f0e;0f4bd486d49282333729e4c4d15c3493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180638/SRR6180638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/008/SRR6180638/SRR6180638_2.fastq.gz	H4007C12_MVX
SRR5949379	PRJNA398089	SAMN07526739	SRX3108233	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	9535770	1745119272	SUB2966925	Illumina HiSeq 2000 sequencing: ESM7F5CB stool MTX	361491085;456510196	c5bb713aaceaee540fbcbb533dd589db;9ecc0afe898bdb9ed19cdf929f97f2f2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949379/SRR5949379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949379/SRR5949379_2.fastq.gz	P6017C3_MTX
SRR5949386	PRJNA398089	SAMN07526748	SRX3108226	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	12073468	1102981955	SUB2966925	Illumina HiSeq 2000 sequencing: HSM7CZ14 stool MTX	416329010	55407cbb805ed747bcc06a36a065c3c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949386/SRR5949386.fastq.gz	H4006C23_MTX
SRR5949388	PRJNA398089	SAMN07526570	SRX3108224	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	2479074	384755313	SUB2966925	Illumina HiSeq 2000 sequencing: CSM67UDJ stool MTX	67201188;85229085	0d2c9aa9027b83351c39102c9b7470f5;82e0d220b5887a8c08537d9cabe482de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949388/SRR5949388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5949388/SRR5949388_2.fastq.gz	C3016C4_MTX
SRR6180643	PRJNA398089	SAMN07793709	SRX3291181	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	4934925	779718150		Illumina HiSeq 2000 sequencing: Stool sample C3017C4 MVX	337184882;340094199	469860d535b72ff9d2c5426be97aa44a;c6e2a81dc3167c745abd1f8774bb01ee	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180643/SRR6180643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/003/SRR6180643/SRR6180643_2.fastq.gz	C3017C4_MVX
SRR5949389	PRJNA398089	SAMN07526569	SRX3108223	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	8876351	805477423	SUB2966925	Illumina HiSeq 2000 sequencing: CSM67UAY stool MTX	286559654	bce199d7b1ea03e963cda4656165df60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5949389/SRR5949389.fastq.gz	H4016C6_MTX
SRR5949392	PRJNA398089	SAMN07526574	SRX3108220	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	4453187	805488918	SUB2966925	Illumina HiSeq 2000 sequencing: HSM6XRST stool MTX	169264775;232111917	291aba973f4b11f3a6ec43f4600f95fc;6e51462eaf396b013aafef5118e77903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5949392/SRR5949392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5949392/SRR5949392_2.fastq.gz	H4020C4_MTX
SRR6180645	PRJNA398089	SAMN07793716	SRX3291180	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1887956	298297048		Illumina HiSeq 2000 sequencing: Stool sample H4006C13 MVX	105235828;102580941	555505223ccbbb63093fe7319828933d;16c56d867c2f746e427c4a0826fc47f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180645/SRR6180645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/005/SRR6180645/SRR6180645_2.fastq.gz	H4006C13_MVX
SRR5949396	PRJNA398089	SAMN07526578	SRX3108216	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	5141488	926022067	SUB2966925	Illumina HiSeq 2000 sequencing: CSM67UCK stool MTX	181985866;259458776	43f56066ea576e37cb9d2c16a2f5f668;1cef4d72533bb065f42348952e05ad45	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949396/SRR5949396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5949396/SRR5949396_2.fastq.gz	H4017C5_MTX
SRR5949400	PRJNA398089	SAMN07526518	SRX3108212	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	992461	176903821	SUB2966925	Illumina HiSeq 2000 sequencing: CSM5MCZD stool MTX	36396567;46936374	fb4ac426be40ab60d5b0fc165e46b32a;949f77240e8363167885b6fde918ddd4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5949400/SRR5949400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5949400/SRR5949400_2.fastq.gz	H4006C9_MTX
SRR6180649	PRJNA398089	SAMN07793784	SRX3291175	1070528	viral metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1445027	228314266		Illumina HiSeq 2000 sequencing: Stool sample H4014C13 MVX	99003252;99883243	f679f5cc8a521b435d592aae10462079;978a25895a70fcef1df3989fe76a21bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180649/SRR6180649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/009/SRR6180649/SRR6180649_2.fastq.gz	H4014C13_MVX
SRR5949401	PRJNA398089	SAMN07526517	SRX3108211	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	5190956	469773983	SUB2966925	Illumina HiSeq 2000 sequencing: HSM5MD7O stool MTX	206502642	7756e053b23d41b73e4c34626e5a18fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5949401/SRR5949401.fastq.gz	H4010C6_MTX
